player_id,player_name,team_id,height_in
243,Aaron McKie,1610612755,77
1425,Aaron Williams,1610612751,81
1502,Adonal Foyle,1610612744,82
1559,Adrian Griffin,1610612745,77
1733,Al Harrington,1610612754,81
673,Alan Henderson,1610612737,81
2682,Alex Garcia,1610612759,75
275,Allan Houston,1610612752,78
947,Allen Iverson,1610612755,72
297,Alonzo Mourning,1610612751,82
2228,Alton Ford,1610612745,81
1541,Alvin Williams,1610612761,77
1043,Amal McCaskill,1610612755,83
2405,Amar'e Stoudemire,1610612756,82
1889,Andre Miller,1610612743,74
1905,Andrei Kirilenko,1610612762,81
692,Andrew DeClercq,1610612753,82
358,Anfernee Hardaway,1610612752,79
1738,Ansu Sesay,1610612760,81
1712,Antawn Jamison,1610612742,81
1853,Anthony Carter,1610612759,74
924,Anthony Goldwire,1610612751,74
1533,Anthony Johnson,1610612754,75
324,Anthony Peeler,1610612758,76
952,Antoine Walker,1610612742,81
1498,Antonio Daniels,1610612760,76
213,Antonio Davis,1610612741,81
686,Antonio McDyess,1610612756,81
1506,Austin Croshere,1610612754,82
422,Avery Johnson,1610612744,71
1884,Baron Davis,1610612740,75
1052,Ben Handlogten,1610612762,82
1112,Ben Wallace,1610612765,81
902,Bimbo Coles,1610612748,74
448,Bo Outlaw,1610612763,80
682,Bob Sura,1610612737,77
1517,Bobby Jackson,1610612758,73
2250,Bobby Simmons,1610612746,78
1719,Bonzi Wells,1610612763,77
2564,Boris Diaw,1610612737,80
2411,Bostjan Nachbar,1610612745,81
1802,Brad Miller,1610612758,84
2220,Brandon Armstrong,1610612751,77
2599,Brandon Hunter,1610612738,79
2217,Brendan Haywood,1610612764,84
699,Brent Barry,1610612760,78
1510,Brevin Knight,1610612749,70
2073,Brian Cardinal,1610612744,80
2567,Brian Cook,1610612747,81
258,Brian Grant,1610612748,81
2243,Brian Scalabrine,1610612751,81
1730,Brian Skinner,1610612749,81
2639,Britton Johnsen,1610612753,82
1477,Bruce Bowen,1610612759,79
1743,Bruno Sundov,1610612752,86
1724,Bryce Drew,1610612740,75
935,Bryon Russell,1610612747,79
384,Calbert Cheaney,1610612744,79
1916,Calvin Booth,1610612760,83
2306,Carlos Arroyo,1610612762,74
2430,Carlos Boozer,1610612739,81
2546,Carmelo Anthony,1610612743,80
2406,Caron Butler,1610612748,79
2418,Casey Jacobsen,1610612756,78
2456,Cezary Trybanski,1610612752,86
891,Charles Oakley,1610612745,81
369,Charlie Ward,1610612759,74
1497,Chauncey Billups,1610612765,75
685,Cherokee Parks,1610612744,83
2365,Chris Andersen,1610612743,82
2547,Chris Bosh,1610612761,82
1544,Chris Crawford,1610612737,81
2423,Chris Jefferies,1610612741,80
2549,Chris Kaman,1610612746,84
2036,Chris Mihm,1610612738,84
185,Chris Webber,1610612758,82
43,Chris Whitney,1610612764,72
2404,Chris Wilcox,1610612746,82
363,Christian Laettner,1610612764,83
1088,Chucky Atkins,1610612738,71
221,Clar. Weatherspoon,1610612745,79
361,Clifford Robinson,1610612744,82
1894,Corey Maggette,1610612746,78
916,Corie Blount,1610612761,82
722,Corliss Williamson,1610612765,79
2414,Curtis Borchardt,1610612762,84
1749,Cuttino Mobley,1610612745,76
2563,Dahntay Jones,1610612763,78
2402,Dajuan Wagner,1610612739,74
905,Dale Davis,1610612757,83
1800,Damon Jones,1610612749,75
757,Damon Stoudamire,1610612757,70
2245,Damone Brown,1610612751,80
2424,Dan Dickau,1610612757,72
2429,Dan Gadzuric,1610612749,83
2061,Dan Langhi,1610612749,83
344,Dana Barros,1610612738,71
2091,Daniel Santiago,1610612749,85
1504,Danny Fortson,1610612742,80
2032,Darius Miles,1610612757,81
2443,Darius Songaila,1610612758,81
2545,Darko Milicic,1610612765,84
353,Darrell Armstrong,1610612740,73
239,Darrick Martin,1610612750,71
1032,Darvin Ham,1610612765,79
133,David Wesley,1610612740,73
2561,David West,1610612740,81
2205,DeSagana Diop,1610612739,84
2052,DeShawn Stevenson,1610612753,77
2035,DerMarr Johnson,1610612752,81
1507,Derek Anderson,1610612757,77
965,Derek Fisher,1610612747,73
934,Derrick Coleman,1610612755,82
1760,Derrick Dial,1610612753,76
2724,Desmond Ferguson,1610612757,79
2046,Desmond Mason,1610612749,77
2667,Desmond Penigar,1610612753,79
1904,Devean George,1610612747,80
2484,Devin Brown,1610612759,77
87,Dikembe Mutombo,1610612752,86
1901,Dion Glover,1610612761,77
1717,Dirk Nowitzki,1610612742,84
2051,Donnell Harvey,1610612756,80
923,Donyell Marshall,1610612761,81
57,Doug Christie,1610612758,78
77,Doug Overton,1610612746,75
2400,Drew Gooden,1610612753,82
2548,Dwyane Wade,1610612748,76
1863,Earl Boykins,1610612743,65
2248,Earl Watson,1610612763,73
2109,Eddie Gill,1610612757,72
