player_id,player_name,team_id,height_in
201985,AJ Price,1610612750,74
201166,Aaron Brooks,1610612743,72
201189,Aaron Gray,1610612758,84
203519,Adonis Thomas,1610612755,79
1733,Al Harrington,1610612764,81
201143,Al Horford,1610612737,82
2744,Al Jefferson,1610612766,82
202329,Al-Farouq Aminu,1610612740,81
101187,Alan Anderson,1610612751,78
202692,Alec Burks,1610612762,78
203458,Alex Len,1610612756,85
203144,Alexey Shved,1610612750,78
201582,Alexis Ajinca,1610612740,86
203459,Allen Crabbe,1610612757,78
202087,Alonzo Gee,1610612739,78
2405,Amar'e Stoudemire,1610612752,83
101161,Amir Johnson,1610612761,81
2760,Anderson Varejao,1610612739,83
101154,Andray Blatche,1610612751,83
203083,Andre Drummond,1610612765,82
2738,Andre Iguodala,1610612744,78
1889,Andre Miller,1610612764,74
203460,Andre Roberson,1610612760,79
200745,Andrea Bargnani,1610612752,84
1905,Andrei Kirilenko,1610612751,81
101106,Andrew Bogut,1610612744,84
101115,Andrew Bynum,1610612754,84
203094,Andrew Nicholson,1610612753,81
2740,Andris Biedrins,1610612762,84
1712,Antawn Jamison,1610612746,81
203461,Anthony Bennett,1610612739,80
203076,Anthony Davis,1610612740,82
201627,Anthony Morrow,1610612740,77
201576,Anthony Randolph,1610612743,83
201229,Anthony Tolliver,1610612766,80
203462,Archie Goodwin,1610612756,77
202620,Arinze Onuaku,1610612739,81
203102,Arnett Moultrie,1610612755,82
203382,Aron Baynes,1610612759,82
201167,Arron Afflalo,1610612753,77
201948,Austin Daye,1610612759,83
203085,Austin Rivers,1610612740,76
202340,Avery Bradley,1610612738,74
2732,Ben Gordon,1610612766,75
203463,Ben McLemore,1610612758,77
2757,Beno Udrih,1610612763,75
203108,Bernard James,1610612742,82
202687,Bismack Biyombo,1610612766,81
201933,Blake Griffin,1610612746,82
2564,Boris Diaw,1610612759,80
203078,Bradley Beal,1610612764,77
201148,Brandan Wright,1610612742,82
101138,Brandon Bass,1610612738,80
203561,Brandon Davies,1610612755,82
201943,Brandon Jennings,1610612765,73
202688,Brandon Knight,1610612749,75
201575,Brandon Rush,1610612762,78
203148,Brian Roberts,1610612740,73
201572,Brook Lopez,1610612751,84
201957,Byron Mullens,1610612755,84
201228,C.J. Watson,1610612754,74
203468,CJ McCollum,1610612757,76
101139,CJ Miles,1610612739,78
201171,Carl Landry,1610612758,81
2430,Carlos Boozer,1610612741,81
2546,Carmelo Anthony,1610612752,80
2406,Caron Butler,1610612760,79
203467,Carrick Felix,1610612739,78
201858,Cartier Martin,1610612737,79
203810,Casper Ware,1610612755,70
202718,Chandler Parsons,1610612745,81
101112,Channing Frye,1610612756,83
101111,Charlie Villanueva,1610612765,83
201978,Chase Budinger,1610612750,79
1497,Chauncey Billups,1610612765,75
2365,Chris Andersen,1610612748,82
203569,Chris Babb,1610612738,77
2547,Chris Bosh,1610612748,83
203142,Chris Copeland,1610612754,80
201604,Chris Douglas-Roberts,1610612766,79
203187,Chris Johnson,1610612738,78
2549,Chris Kaman,1610612747,84
101108,Chris Paul,1610612746,72
202698,Chris Singleton,1610612764,81
203147,Chris Smith,1610612752,74
202874,Chris Wright,1610612749,81
101236,Chuck Hayes,1610612761,78
203469,Cody Zeller,1610612766,84
202332,Cole Aldrich,1610612752,83
201147,Corey Brewer,1610612750,81
202709,Cory Joseph,1610612759,75
201584,Courtney Lee,1610612763,77
201571,D.J. Augustin,1610612741,72
203474,DJ Stephens,1610612749,77
201591,DJ White,1610612766,81
203081,Damian Lillard,1610612757,75
202345,Damion James,1610612759,79
202350,Daniel Orton,1610612755,82
101122,Danny Granger,1610612746,81
201980,Danny Green,1610612759,78
201967,Dante Cunningham,1610612750,80
203130,Darius Johnson-Odom,1610612755,74
203121,Darius Miller,1610612740,80
202721,Darius Morris,1610612763,76
201589,Darrell Arthur,1610612743,81
201954,Darren Collison,1610612746,72
101135,David Lee,1610612744,81
2561,David West,1610612754,81
201599,DeAndre Jordan,1610612746,83
202732,DeAndre Liggins,1610612748,78
201971,DeJuan Blair,1610612742,79
201942,DeMar DeRozan,1610612761,79
202326,DeMarcus Cousins,1610612758,83
201960,DeMarre Carroll,1610612737,80
203471,Dennis Schröder,1610612737,73
965,Derek Fisher,1610612760,73
101114,Deron Williams,1610612751,75
202324,Derrick Favors,1610612762,82
