player_id,height_in
1629164,72
1630233,82
1628989,79
1630219,76
101150,73
201568,82
1629027,73
1629631,80
203992,78
203991,82
1630168,80
203524,78
203503,78
1628381,81
1629629,80
1628981,81
1627739,75
1628369,80
1629035,71
1627759,78
1629650,86
1630202,73
1629684,78
202684,81
203953,80
1630174,77
203935,75
1628400,78
1628436,86
201143,81
1629057,80
1629641,76
1629682,70
203095,79
1629605,89
201567,80
1629012,73
1629725,74
1630205,78
1629685,78
1629636,73
1627752,79
1626224,79
203521,75
1628422,77
1626204,79
1629662,81
1628386,83
1629731,81
1630271,77
1630171,77
1628392,84
1629712,77
1629627,79
1628366,78
1628404,77
1628411,78
202339,73
1629638,78
1630230,79
1626195,83
1629637,83
203500,83
1630184,73
1627742,80
201949,79
203263,79
1629117,81
1629632,77
1629653,74
202329,80
1626245,83
1628972,78
203897,77
202696,83
1629750,76
202066,77
1629690,76
201152,80
1628374,84
1628464,80
203107,79
1630172,79
1627756,76
1627853,75
1626196,77
1630179,74
1630189,79
203504,72
204001,87
203939,82
1630182,77
1627827,79
203501,77
1628973,73
1630207,77
200755,75
1626161,84
1628467,82
1629740,81
1626246,88
1629029,79
203210,80
1630210,70
1629008,82
1627885,79
200794,79
203115,78
1630267,70
1629626,86
1628420,74
203999,83
1630192,81
203085,76
1627750,75
1628427,80
201580,84
1628408,78
203932,80
1627780,75
1627814,77
1630185,74
1629673,76
1626172,81
1629346,82
1629672,78
1628395,80
202691,78
1626162,79
1628539,75
203952,79
203110,78
203145,76
201939,75
1630164,84
1629308,78
1628391,82
1628425,77
202322,75
1628021,77
1629645,76
1627863,78
203957,77
1630231,78
1629717,75
1630256,76
202340,75
201569,75
1629017,75
201571,71
1630237,78
1626174,82
203482,83
1630206,77
202704,74
202695,79
200765,73
1628379,77
1629599,79
202694,80
201586,82
1630187,80
1627812,72
202331,80
1629611,77
202326,82
201976,73
201587,80
1627826,84
202335,80
1628398,82
203484,77
203083,82
203076,82
1627936,76
1629659,76
2544,81
203463,75
202083,76
201162,78
1629719,79
201188,83
1626149,79
203471,75
1628035,79
1628961,82
202693,81
1629216,75
203506,76
1630173,80
201609,75
2772,80
1629644,80
1628389,81
1629639,77
203473,84
202710,79
1629134,74
2738,78
1629622,77
2617,80
1629130,79
202357,82
1630209,84
1628978,76
1629091,77
201952,75
1627854,74
1626171,82
201572,84
1629670,80
1630241,76
200782,77
201950,75
203114,79
1626192,77
1629603,81
203507,83
203648,78
1628382,80
1626253,79
1626156,76
1630162,76
1630183,81
1629669,76
1627736,76
1629162,71
1629020,81
201937,75
1627774,80
1629675,81
202334,81
1629006,76
1629633,78
1626157,83
1627823,81
1629617,80
1628971,76
201933,81
1629185,71
201599,83
201142,82
201145,80
1627789,79
204020,75
202681,74
203925,78
201935,77
1629013,76
1628993,79
203915,77
1629651,83
1628455,73
1630492,75
1629607,70
1630167,81
203457,83
201565,74
1630193,75
203901,75
1629628,78
1628373,76
203658,82
202692,78
1628995,79
1629033,77
1629011,84
203493,78
203944,80
201959,81
1628371,83
1629643,78
1628964,84
203487,77
1628407,78
203516,78
1630181,76
203914,76
1628414,76
1629649,78
1628365,75
1629021,83
203490,80
1626184,74
203082,78
1628976,82
1630175,74
203933,80
1630199,77
1628988,72
1628410,76
1627763,77
203200,78
204456,73
1627734,83
1629052,79
203960,79
203926,79
1629103,77
1627747,78
203087,77
1626167,83
1628578,82
1629048,83
1630178,74
203118,79
1630198,76
1629730,75
202699,80
1629109,78
201980,78
1629003,77
203954,84
1629680,77
1627732,83
1627788,79
203552,74
201588,76
2730,82
201229,80
1630194,81
1630234,75
1626164,77
204038,73
101108,72
1628975,73
1626163,84
1630188,82
1627846,77
1628470,79
1626166,73
203967,82
1629028,83
1629661,80
1628969,78
202734,75
203109,78
203081,74
2546,79
1629014,75
1626178,78
203468,75
1628385,83
1627884,77
1629642,77
202683,82
1629604,78
1628388,82
1629833,76
203496,79
1626181,75
203994,83
1628380,83
1630169,77
1630186,75
1628368,75
1629657,73
203090,79
1629056,76
1629713,79
1630218,78
1627745,83
202355,84
1626158,82
1629663,79
1627741,76
1629002,81
1628963,83
203084,80
1626153,77
1629022,76
1629640,77
1628401,76
1627749,76
203476,82
201988,73
201942,78
1629234,81
1629683,75
1629677,82
200752,80
1630170,77
1627751,85
1628966,80
1630200,73
1626168,81
1629610,77
1628983,78
1629652,75
1630466,78
1629647,80
1629658,80
202689,72
1630177,76
1628396,82
1629004,79
1630221,81
1629660,77
1630197,84
1629676,80
203488,82
1629026,78
1629718,78
1630273,81
1628778,78
1628384,79
1626169,78
200768,72
1630201,73
1629139,81
1627832,73
203920,81
1628449,81
203918,80
1629018,77
1627783,81
203382,82
1627761,77
203903,76
204060,80
1630235,76
1629714,77
201144,73
202324,81
1629752,79
1628962,82
1629744,76
1626220,76
203497,85
1627777,79
1630190,77
202711,79
1628378,73
101141,81
1629671,77
1629001,74
203937,81
1630214,80
1628960,76
1629007,83
1626159,78
204025,72
1629630,75
1628991,83
1629634,80
202685,83
1626145,72
1630217,77
1628415,79
1630253,78
1629681,81
1629723,77
1630258,78
1628990,78
203078,75
201566,75
1630216,73
1629060,80
1630166,81
1628418,82
202397,72
201577,84
1630264,79
1629067,80
203526,73
1629655,82
1629726,77
203458,84
202722,82
1628372,74
1628402,75
1628977,77
1630165,77
201961,76
203924,80
1626143,82
203585,76
202709,75
1628367,80
203486,83
1629076,80
1630191,80
1630240,74
1630180,79
1629635,80
1629686,80
1628970,78
1628370,75
1630163,78
1626179,73
1628984,73
1629667,81
1630203,74
202687,80
202954,75
1628997,77
1628998,77
1630208,84
202330,79
1630176,81
1629023,79
1630268,78
203469,83
