player_id,height_in
174,74
156,81
76968,82
402,84
77377,80
77530,77
470,76
78014,85
892,67
1122,80
78549,74
788,84
78581,75
1456,78
76017,77
1449,81
76342,77
76543,80
77002,79
77141,76
1123,83
1450,82
305,85
122,82
78146,73
78314,79
78377,71
78417,74
78450,83
78482,79
76082,72
895,78
921,84
378,78
166,78
77071,80
77361,82
77518,81
271,79
899,72
78386,83
770,82
73,83
76093,79
1479,82
76411,75
76453,83
893,78
939,78
891,81
77820,74
77873,81
78110,84
9,74
78378,77
78430,83
76016,78
76172,85
76176,78
76516,75
76583,86
157,76
77105,75
77738,74
64,81
96,81
78293,84
82,84
78610,78
76019,80
76441,82
76618,76
76673,80
76686,73
76944,79
77376,75
77476,78
77691,78
78656,76
7,83
78198,77
78437,76
78566,79
76091,79
76353,84
76726,75
76994,76
77019,79
77524,80
77654,74
904,78
78139,79
78181,78
78195,80
78304,77
78463,83
78516,82
76045,82
76703,83
76960,77
77130,79
77353,73
77395,78
77487,80
1622,80
77609,75
165,84
77839,82
77936,80
78055,88
78523,76
104,84
262,81
940,81
76497,75
76599,73
76713,77
76834,75
77087,74
77166,80
77160,79
1118,82
77866,77
78395,74
78512,80
78614,77
76003,86
76237,79
76444,79
920,81
77142,81
77484,73
77905,80
2,75
1091,84
78331,82
1631,79
1460,81
76231,78
76247,87
76252,77
76418,78
187,81
76822,74
76990,80
76992,83
77034,74
77419,75
77527,81
77623,84
77626,76
894,76
77879,77
77946,80
78149,83
101,73
78192,75
78481,85
76085,81
76170,75
76268,78
76412,81
76539,83
76670,83
76826,83
77263,78
77456,79
77541,77
78381,81
78465,74
78571,75
433,80
78611,75
78615,81
76362,85
76483,81
121,84
76847,75
76993,74
77264,79
77481,79
77560,79
77757,84
77770,80
78162,77
600009,74
738,82
78375,77
78440,80
786,78
78534,82
78620,83
76046,79
76266,79
1068,85
313,77
76861,84
77236,79
1381,77
77438,75
456,80
77950,75
78048,77
78257,83
47,81
78414,81
1006,82
787,78
76385,73
306,75
76681,79
76753,75
76869,78
77030,81
77333,82
77516,83
77558,83
77986,81
78041,82
78351,75
78423,79
766,77
76011,81
912,79
76138,84
1453,78
229,85
930,80
76831,77
204,75
77081,75
77685,82
291,81
78059,78
78323,78
78407,85
76167,80
76217,85
76350,79
17,79
404,84
77047,76
77134,82
77175,83
760,79
77472,81
77819,78
345,75
78027,77
78404,80
78635,77
76588,75
76632,76
76641,73
170,83
77756,80
77881,79
78007,82
78183,78
78250,77
78310,78
78,82
901,81
78390,79
78578,72
76158,80
783,81
76260,84
1008,74
600014,86
76881,81
77173,78
1474,81
77542,79
77615,79
77633,73
77697,79
926,76
78279,74
1472,82
107,79
77136,82
77144,74
77280,81
175,84
77420,81
1365,79
203,77
77852,76
78087,82
78241,77
78556,74
78633,76
1847,83
76154,83
209,76
76631,88
76874,72
76890,76
76942,78
77092,82
252,81
78102,79
304,73
78369,78
149,70
76195,90
767,80
76435,75
77146,75
279,81
117,76
77449,82
77670,81
77754,79
78025,80
78418,79
941,75
78554,80
76338,79
76504,77
247,75
76876,81
77167,74
100263,83
328,82
77565,83
77707,89
77719,82
23,79
927,83
78093,78
78299,76
78318,73
